,logfile,n_errors,errors,F-test,dtseries,csv,scan,parcellated,PID
6587,../log/hcp1st-2546846_756.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1575359_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1575359_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1575359
6588,../log/hcp1st-2546846_757.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1578365_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1578365_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1578365
6589,../log/hcp1st-2546846_758.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1578365_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1578365_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1578365
6590,../log/hcp1st-2546846_759.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1579064_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1579064_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1579064
6591,../log/hcp1st-2546846_760.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1589269_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1589269_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1589269
6592,../log/hcp1st-2546846_761.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1590860_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1590860_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1590860
6593,../log/hcp1st-2546846_762.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1594767_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1594767_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1594767
6594,../log/hcp1st-2546846_763.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1600332_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1600332_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1600332
6595,../log/hcp1st-2546846_764.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1609148_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1609148_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1609148
6596,../log/hcp1st-2546846_765.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1609552_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1609552_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1609552
6597,../log/hcp1st-2546846_766.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1610436_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1610436_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1610436
6598,../log/hcp1st-2546846_767.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1610436_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1610436_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1610436
6599,../log/hcp1st-2546846_768.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1612238_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1612238_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1612238
6600,../log/hcp1st-2546846_769.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1612238_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1612238_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1612238
6601,../log/hcp1st-2546846_770.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1612238_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1612238_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1612238
6602,../log/hcp1st-2546846_771.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1612844_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1612844_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1612844
6603,../log/hcp1st-2546846_772.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1617450_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1617450_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1617450
6604,../log/hcp1st-2546846_773.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1617450_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1617450_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1617450
6605,../log/hcp1st-2546846_774.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1617450_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1617450_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1617450
6606,../log/hcp1st-2546846_775.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1622342_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1622342_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1622342
6607,../log/hcp1st-2546846_776.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1623142_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1623142_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1623142
6608,../log/hcp1st-2546846_777.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1623445_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1623445_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1623445
6609,../log/hcp1st-2546846_778.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1624346_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1624346_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1624346
6610,../log/hcp1st-2546846_779.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1624346_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1624346_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1624346
6611,../log/hcp1st-2546846_780.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1624346_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1624346_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1624346
6612,../log/hcp1st-2546846_781.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1626653_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1626653_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1626653
6613,../log/hcp1st-2546846_782.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1626653_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1626653_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1626653
6614,../log/hcp1st-2546846_783.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1626653_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1626653_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1626653
6615,../log/hcp1st-2546846_784.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1630139_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1630139_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1630139
6616,../log/hcp1st-2546846_785.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1631646_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1631646_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1631646
6617,../log/hcp1st-2546846_786.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1632244_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1632244_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1632244
6618,../log/hcp1st-2546846_787.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1633751_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1633751_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1633751
6619,../log/hcp1st-2546846_788.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1634147_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1634147_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1634147
6620,../log/hcp1st-2546846_789.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1638862_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1638862_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1638862
6621,../log/hcp1st-2546846_790.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1643855_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1643855_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1643855
6622,../log/hcp1st-2546846_791.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1646154_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1646154_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1646154
6623,../log/hcp1st-2546846_792.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1646760_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1646760_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1646760
6624,../log/hcp1st-2546846_793.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1646760_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD1646760_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD1646760
